Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL
21.159.1,FALSE,FALSE,TRUE,11654,The American Wing,1921,Painting,The Fortune Teller,American,,,,,Artist,,Robert Loftin Newman,1827–1912,,"Newman, Robert Loftin",,1827,1912,,http://vocab.getty.edu/page/ulan/500009311,https://www.wikidata.org/wiki/Q7346973,by 1894,1893,1894,Oil on canvas,10 x 14 in. (25.4 x 35.6 cm),"Gift of Mrs. Wallace Sawyer, 1921",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11654,https://www.wikidata.org/wiki/Q20172582,,"Metropolitan Museum of Art, New York, NY",Children|Women,http://vocab.getty.edu/page/aat/300025945|http://vocab.getty.edu/page/aat/300025943
25.198,FALSE,FALSE,TRUE,11655,The American Wing,1925,Painting,Hagar and Ishmael,American,,,,,Artist,,Robert Loftin Newman,1827–1912,,"Newman, Robert Loftin",,1827,1912,,http://vocab.getty.edu/page/ulan/500009311,https://www.wikidata.org/wiki/Q7346973,by 1894,1893,1894,Oil on canvas,14 1/8 x 18 in. (35.9 x 45.7 cm),"Gift of Mrs. Wallace Sawyer, 1925",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11655,https://www.wikidata.org/wiki/Q20172607,,"Metropolitan Museum of Art, New York, NY",,
21.159.2,FALSE,FALSE,TRUE,11656,The American Wing,1921,Painting,Madonna and Child and Little Saint John,American,,,,,Artist|Artist,After,Robert Loftin Newman|Gilbert Stuart,"1827–1912|American, North Kingston, Rhode Island 1755–1828 Boston, Massachusetts",,"Newman, Robert Loftin|Stuart, Gilbert",American,1827      |1755      ,1912      |1828      ,|,http://vocab.getty.edu/page/ulan/500009311|http://vocab.getty.edu/page/ulan/500010392,https://www.wikidata.org/wiki/Q7346973|https://www.wikidata.org/wiki/Q41402,by 1894,1893,1894,Oil on canvas,10 1/8 x 12 1/8 in. (25.7 x 30.8 cm),"Gift of Mrs. Wallace Sawyer, 1921",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11656,https://www.wikidata.org/wiki/Q19924049,,"Metropolitan Museum of Art, New York, NY",Madonna and Child|Saints,http://vocab.getty.edu/page/ia/901000052|http://vocab.getty.edu/page/aat/300150555
25.85.2,FALSE,FALSE,TRUE,11674,The American Wing,1925,Painting,Daughter of William Page (Possibly Anne Page),American,,,,,Artist,,William Page,"American, Albany, New York 1811–1885 Staten Island, New York",,"Page, William",,1811,1885,,http://vocab.getty.edu/page/ulan/500014639,https://www.wikidata.org/wiki/Q8016524,ca. 1837–38,1834,1838,Oil on canvas,Oval: 14 x 12 in. (35.6 x 30.5 cm),"Bequest of Emma A. Fortuna, 1925",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11674,https://www.wikidata.org/wiki/Q20172661,,"Metropolitan Museum of Art, New York, NY",Girls|Portraits,http://vocab.getty.edu/page/aat/300247581|http://vocab.getty.edu/page/aat/300015637
25.85.1,FALSE,FALSE,TRUE,11675,The American Wing,1925,Painting,Daughter of William Page (Probably Mary Page),American,,,,,Artist,,William Page,"American, Albany, New York 1811–1885 Staten Island, New York",,"Page, William",,1811,1885,,http://vocab.getty.edu/page/ulan/500014639,https://www.wikidata.org/wiki/Q8016524,ca. 1840,1837,1840,Oil on canvas,Oval: 14 x 12 in. (35.6 x 30.5 cm),"Bequest of Emma A. Fortuna, 1925",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11675,https://www.wikidata.org/wiki/Q19924718,,"Metropolitan Museum of Art, New York, NY",Portraits|Girls|Profiles,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300247581|http://vocab.getty.edu/page/aat/300123319
62.183.2,FALSE,FALSE,TRUE,11683,The American Wing,1962,Painting,Mrs. Warren Rogers,American,,,,,Artist,,John Paradise,1783–1833,,"Paradise, John",,1783,1833,,http://vocab.getty.edu/page/ulan/500027461,https://www.wikidata.org/wiki/Q20127418,ca. 1821,1818,1821,Oil on canvas,30 1/2 x 24 1/2 in. (76.7 x 61.5 cm),"Bequest of Kate d'A. Bonner, 1962",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11683,https://www.wikidata.org/wiki/Q19924900,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943
41.122,FALSE,FALSE,TRUE,11698,The American Wing,1941,"Painting, miniature",Mrs. Thomas Larcombe (Anna Smith),American,,,,,Artist,,Anna Claypoole Peale,1791–1878,,"Peale, Anna Claypoole",,1791,1878,Female,http://vocab.getty.edu/page/ulan/500010523,https://www.wikidata.org/wiki/Q4766924,1818,1818,1818,Watercolor on ivory,1 31/32 x 1 17/32 in. (5 x 3.9 cm),"Fletcher Fund, 1941",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11698,https://www.wikidata.org/wiki/Q20177632,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943
27.221,FALSE,FALSE,TRUE,11699,The American Wing,1927,"Painting, miniature",Portrait of a Gentleman,American,,,,,Artist,,Anna Claypoole Peale,1791–1878,,"Peale, Anna Claypoole",,1791,1878,Female,http://vocab.getty.edu/page/ulan/500010523,https://www.wikidata.org/wiki/Q4766924,1832,1832,1832,Watercolor on ivory,Sight: 2 5/8 x 2 1/16 in. (6.7 x 5.2 cm),"Rogers Fund, 1927",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11699,https://www.wikidata.org/wiki/Q19924085,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637
1974.151,FALSE,FALSE,TRUE,11702,The American Wing,1974,"Painting, miniature",Anthony Butler,American,,,,,Artist,,Charles Willson Peale,"American, Chester, Maryland 1741–1827 Philadelphia, Pennsylvania",,"Peale, Charles Willson",American,1741,1827,,http://vocab.getty.edu/page/ulan/500017914,https://www.wikidata.org/wiki/Q454945,1782,1782,1782,Watercolor on ivory,1 5/8 x 1 1/4 in. (4 x 3.2 cm),"Gift of James Parker, in memory of General and Mrs. Cortlandt Parker, 1974",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11702,https://www.wikidata.org/wiki/Q19924284,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637
67.242,FALSE,FALSE,TRUE,11703,The American Wing,1967,Painting,Elie Williams,American,,,,,Artist,,Charles Willson Peale,"American, Chester, Maryland 1741–1827 Philadelphia, Pennsylvania",,"Peale, Charles Willson",American,1741,1827,,http://vocab.getty.edu/page/ulan/500017914,https://www.wikidata.org/wiki/Q454945,1789,1789,1789,Oil on canvas,36 1/4 x 27 5/16 in. (92.1 x 69.4 cm),"Gift of I. Austin Kelly III, 1967",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11703,https://www.wikidata.org/wiki/Q19924560,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637
32.11,FALSE,FALSE,TRUE,11704,The American Wing,1932,"Painting, miniature",Arthur St. Clair,American,,,,,Artist,,Charles Willson Peale,"American, Chester, Maryland 1741–1827 Philadelphia, Pennsylvania",,"Peale, Charles Willson",American,1741,1827,,http://vocab.getty.edu/page/ulan/500017914,https://www.wikidata.org/wiki/Q454945,1780,1780,1780,Watercolor on ivory,1 3/4 x 1 3/8 in. (4.4 x 3.5 cm),"Morris K. Jesup Fund, 1932",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11704,https://www.wikidata.org/wiki/Q20177612,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637
68.222.5,FALSE,FALSE,TRUE,11705,The American Wing,1968,"Painting, miniature",General Henry Knox,American,,,,,Artist,,Charles Willson Peale,"American, Chester, Maryland 1741–1827 Philadelphia, Pennsylvania",,"Peale, Charles Willson",American,1741,1827,,http://vocab.getty.edu/page/ulan/500017914,https://www.wikidata.org/wiki/Q454945,1778,1778,1778,Watercolor on ivory,2 7/8 x 2 1/8 in. (7.3 x 5.2 cm),"Gift of J. William Middendorf II, 1968",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11705,https://www.wikidata.org/wiki/Q20177617,,"Metropolitan Museum of Art, New York, NY",Men|Portraits|Generals,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300236762
83.2.122,FALSE,TRUE,TRUE,11706,The American Wing,1883,"Painting, miniature",George Washington,American,,,,,Artist,,Charles Willson Peale,"American, Chester, Maryland 1741–1827 Philadelphia, Pennsylvania",,"Peale, Charles Willson",American,1741,1827,,http://vocab.getty.edu/page/ulan/500017914,https://www.wikidata.org/wiki/Q454945,ca. 1777,1774,1777,Watercolor on ivory,1 1/2 x 1 3/8 in. (3.8 x 3.5 cm),"Gift of William H. Huntington, 1883",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11706,https://www.wikidata.org/wiki/Q20177620,,"Metropolitan Museum of Art, New York, NY",George Washington|Men|Portraits,http://vocab.getty.edu/page/ulan/500126198|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637
97.33,TRUE,TRUE,TRUE,11707,The American Wing,1897,Painting,George Washington,American,,,,,Artist,,Charles Willson Peale,"American, Chester, Maryland 1741–1827 Philadelphia, Pennsylvania",,"Peale, Charles Willson",American,1741,1827,,http://vocab.getty.edu/page/ulan/500017914,https://www.wikidata.org/wiki/Q454945,ca. 1779–81,1776,1781,Oil on canvas,95 x 61 3/4 in. (241.3 x 156.8 cm),"Gift of Collis P. Huntington, 1897",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11707,https://www.wikidata.org/wiki/Q19924503,,"Metropolitan Museum of Art, New York, NY",Cannons|George Washington|Men|Portraits,http://vocab.getty.edu/page/aat/300036936|http://vocab.getty.edu/page/ulan/500126198|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637
68.222.4,FALSE,FALSE,TRUE,11708,The American Wing,1968,"Painting, miniature",James Peale,American,,,,,Artist|Artist,,Charles Willson Peale|James Peale,"American, Chester, Maryland 1741–1827 Philadelphia, Pennsylvania|American, Chestertown, Maryland 1749–1831 Philadelphia, Pennsylvania",,"Peale, Charles Willson|Peale, James",American|American,1741      |1749      ,1827      |1831      ,|,http://vocab.getty.edu/page/ulan/500017914|http://vocab.getty.edu/page/ulan/500029852,https://www.wikidata.org/wiki/Q454945|https://www.wikidata.org/wiki/Q3161332,ca. 1788,1785,1788,Watercolor on ivory,1 5/8 x 1 1/4 in. (4 x 3.1 cm),"Gift of J. William Middendorf II, 1968",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11708,https://www.wikidata.org/wiki/Q19924502,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637
24.109.92,FALSE,FALSE,TRUE,11709,The American Wing,1924,"Painting, miniature",Nathanael Greene,American,,,,,Artist,,Charles Willson Peale,"American, Chester, Maryland 1741–1827 Philadelphia, Pennsylvania",,"Peale, Charles Willson",American,1741,1827,,http://vocab.getty.edu/page/ulan/500017914,https://www.wikidata.org/wiki/Q454945,1778,1772,1775,Watercolor on ivory,1 3/4 x 1 3/8 in. (4.5 x 3.5 cm),"Bequest of Charles Allen Munn, 1924",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11709,https://www.wikidata.org/wiki/Q19924045,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637
33.24,FALSE,FALSE,TRUE,11710,The American Wing,1933,Painting,Margaret Strachan (Mrs. Thomas Harwood),American,,,,,Artist,,Charles Willson Peale,"American, Chester, Maryland 1741–1827 Philadelphia, Pennsylvania",,"Peale, Charles Willson",American,1741,1827,,http://vocab.getty.edu/page/ulan/500017914,https://www.wikidata.org/wiki/Q454945,ca. 1771,1768,1771,Oil on canvas,31 x 24 1/2 in. (78.7 x 62.2 cm),"Morris K. Jesup Fund, 1933",Made in,,,,United States,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11710,https://www.wikidata.org/wiki/Q20170236,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943
38.165.32,FALSE,FALSE,TRUE,11711,The American Wing,1938,"Painting, miniature",Mrs. Michael Taney (Monica Brooke),American,,,,,Artist,,Charles Willson Peale,"American, Chester, Maryland 1741–1827 Philadelphia, Pennsylvania",,"Peale, Charles Willson",American,1741,1827,,http://vocab.getty.edu/page/ulan/500017914,https://www.wikidata.org/wiki/Q454945,ca. 1770,1767,1770,Watercolor on ivory,1 7/8 x 1 1/4 in. (4.6 x 3.1 cm),"Harris Brisbane Dick Fund, 1938",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11711,https://www.wikidata.org/wiki/Q19930625,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943
22.153.2,FALSE,FALSE,TRUE,11712,The American Wing,1922,Painting,Mrs. Samuel Mifflin and Her Granddaughter Rebecca Mifflin Francis,American,,,,,Artist,,Charles Willson Peale,"American, Chester, Maryland 1741–1827 Philadelphia, Pennsylvania",,"Peale, Charles Willson",American,1741,1827,,http://vocab.getty.edu/page/ulan/500017914,https://www.wikidata.org/wiki/Q454945,1777–80,1777,1780,Oil on canvas,50 1/8 x 40 1/4 in. (127 x 101.8 cm),"Egleston Fund, 1922",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11712,https://www.wikidata.org/wiki/Q20172673,,"Metropolitan Museum of Art, New York, NY",Girls|Portraits|Women,http://vocab.getty.edu/page/aat/300247581|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943
26.129.1,FALSE,FALSE,TRUE,11713,The American Wing,1926,Painting,Portrait of a Gentleman,American,,,,,Artist,,Charles Willson Peale,"American, Chester, Maryland 1741–1827 Philadelphia, Pennsylvania",,"Peale, Charles Willson",American,1741,1827,,http://vocab.getty.edu/page/ulan/500017914,https://www.wikidata.org/wiki/Q454945,ca. 1775,1772,1775,Oil on canvas,9 3/4 x 7 7/8 in. (24.8 x 20 cm),"Fletcher Fund, 1926",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11713,https://www.wikidata.org/wiki/Q19925564,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637
38.146.11,FALSE,FALSE,TRUE,11714,The American Wing,1938,"Painting, miniature",Portrait of a Gentleman,American,,,,,Artist,,Charles Willson Peale,"American, Chester, Maryland 1741–1827 Philadelphia, Pennsylvania",,"Peale, Charles Willson",American,1741,1827,,http://vocab.getty.edu/page/ulan/500017914,https://www.wikidata.org/wiki/Q454945,ca. 1777,1774,1777,Watercolor on ivory,Sight: 1 1/2 x 1 1/4 in. (3.8 x 3.2 cm),"Fletcher Fund, 1938",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11714,https://www.wikidata.org/wiki/Q19924793,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637
29.134.2,FALSE,FALSE,TRUE,11715,The American Wing,1929,"Painting, miniature",Portrait of a Lady,American,,,,,,,,,,,,,,,,,ca. 1785,1785,1785,Watercolor on ivory,Sight: 2 1/8 x 1 3/4 in. (5.4 x 4.4 cm),"Maria DeWitt Jesup Fund, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11715,https://www.wikidata.org/wiki/Q19925386,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943
26.129.2,FALSE,FALSE,TRUE,11716,The American Wing,1926,Painting,Portrait of a Woman,American,,,,,Artist,,Charles Willson Peale,"American, Chester, Maryland 1741–1827 Philadelphia, Pennsylvania",,"Peale, Charles Willson",American,1741,1827,,http://vocab.getty.edu/page/ulan/500017914,https://www.wikidata.org/wiki/Q454945,ca. 1775,1772,1775,Oil on canvas,9 3/4 x 7 7/8 in. (24.8 x 20 cm),"Fletcher Fund, 1926",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11716,https://www.wikidata.org/wiki/Q20172699,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943
68.222.3,FALSE,FALSE,TRUE,11717,The American Wing,1968,"Painting, miniature",Mrs. Charles Willson Peale (Rachel Brewer),American,,,,,Artist,,Charles Willson Peale,"American, Chester, Maryland 1741–1827 Philadelphia, Pennsylvania",,"Peale, Charles Willson",American,1741,1827,,http://vocab.getty.edu/page/ulan/500017914,https://www.wikidata.org/wiki/Q454945,ca. 1790,1785,1795,Watercolor on ivory,2 1/4 x 1 3/4 in. (5.7 x 4.6 cm),"Gift of J. William Middendorf II, 1968",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11717,https://www.wikidata.org/wiki/Q20177623,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943
22.153.1,FALSE,FALSE,TRUE,11718,The American Wing,1922,Painting,Samuel Mifflin,American,,,,,Artist,,Charles Willson Peale,"American, Chester, Maryland 1741–1827 Philadelphia, Pennsylvania",,"Peale, Charles Willson",American,1741,1827,,http://vocab.getty.edu/page/ulan/500017914,https://www.wikidata.org/wiki/Q454945,1777–80,1777,1780,Oil on canvas,49 7/8 x 39 3/4 in. (126.4 x 101 cm),"Egleston Fund, 1922",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11718,https://www.wikidata.org/wiki/Q20172707,,"Metropolitan Museum of Art, New York, NY",Books|Men|Portraits,http://vocab.getty.edu/page/aat/300028051|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637
66.46,FALSE,FALSE,TRUE,11719,The American Wing,1966,Painting,Thomas Willing,American,,,,,Artist,,Charles Willson Peale,"American, Chester, Maryland 1741–1827 Philadelphia, Pennsylvania",,"Peale, Charles Willson",American,1741,1827,,http://vocab.getty.edu/page/ulan/500017914,https://www.wikidata.org/wiki/Q454945,1782,1782,1782,Oil on canvas,49 1/2 x 39 3/4 in. (125.7 x 101 cm),"Gift of Dr. Ernest G. Stillman, by exchange, 1966",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11719,https://www.wikidata.org/wiki/Q19923763,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637
25.29,FALSE,FALSE,TRUE,11720,The American Wing,1925,"Painting, miniature",Alexander Murray,American,,,,,,,,,,,,,,,,,1798,1798,1798,Watercolor on ivory,2 5/8 x 2 1/32 in. (6.7 x 5.2 cm),"Rogers Fund, 1925",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11720,https://www.wikidata.org/wiki/Q19924749,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637
38.146.8,FALSE,FALSE,TRUE,11721,The American Wing,1938,"Painting, miniature",Anna Claypoole Peale,American,,,,,Artist,,James Peale,"American, Chestertown, Maryland 1749–1831 Philadelphia, Pennsylvania",,"Peale, James",American,1749,1831,,http://vocab.getty.edu/page/ulan/500029852,https://www.wikidata.org/wiki/Q3161332,1812,1812,1812,Watercolor on ivory,3 x 2 5/8 in. (7.5 x 6.8 cm),"Fletcher Fund, 1938",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11721,https://www.wikidata.org/wiki/Q19925082,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943
31.118,FALSE,TRUE,TRUE,11722,The American Wing,1931,"Painting, miniature",Richard Thomas III,American,,,,,Artist,,James Peale,"American, Chestertown, Maryland 1749–1831 Philadelphia, Pennsylvania",,"Peale, James",American,1749,1831,,http://vocab.getty.edu/page/ulan/500029852,https://www.wikidata.org/wiki/Q3161332,1796,1796,1796,Watercolor on ivory,Sight: 2 1/4 x 1 7/8 in. (7.3 x 5.9 cm),"Maria DeWitt Jesup Fund, 1931",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11722,https://www.wikidata.org/wiki/Q20177626,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637
85.1,FALSE,TRUE,TRUE,11723,The American Wing,1885,Painting,George Washington,American,,,,,Artist,,James Peale,"American, Chestertown, Maryland 1749–1831 Philadelphia, Pennsylvania",,"Peale, James",American,1749,1831,,http://vocab.getty.edu/page/ulan/500029852,https://www.wikidata.org/wiki/Q3161332,ca. 1782,1779,1782,Oil on canvas,36 x 27 in. (91.4 x 68.6 cm),"Bequest of William H. Huntington, 1885",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11723,https://www.wikidata.org/wiki/Q20172717,,"Metropolitan Museum of Art, New York, NY",Men|Horses|Cannons|George Washington|Portraits|Flags,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300250148|http://vocab.getty.edu/page/aat/300036936|http://vocab.getty.edu/page/ulan/500126198|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300195678
38.146.14,FALSE,FALSE,TRUE,11724,The American Wing,1938,"Painting, miniature",Johnathan Trumbull,American,,,,,Artist,,James Peale,"American, Chestertown, Maryland 1749–1831 Philadelphia, Pennsylvania",,"Peale, James",American,1749,1831,,http://vocab.getty.edu/page/ulan/500029852,https://www.wikidata.org/wiki/Q3161332,ca. 1792,1789,1792,Watercolor on ivory,Sight: 2 x 1 5/8 in. (5.1  x 4.1 cm),"Fletcher Fund, 1938",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11724,https://www.wikidata.org/wiki/Q19930618,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637
68.222.7,FALSE,FALSE,TRUE,11725,The American Wing,1968,"Painting, miniature",John Henry Remsen,American,,,,,,,,,,,,,,,,,ca. 1795,1792,1795,Watercolor on ivory,2 7/16 x 2 in. (6.2 x 5.1 cm),"Gift of J. William Middendorf II, 1968",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11725,https://www.wikidata.org/wiki/Q20177628,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637
25.117.1,FALSE,FALSE,TRUE,11726,The American Wing,1925,"Painting, miniature","Jonathan Pinkney, Jr.",American,,,,,Artist,,James Peale,"American, Chestertown, Maryland 1749–1831 Philadelphia, Pennsylvania",,"Peale, James",American,1749,1831,,http://vocab.getty.edu/page/ulan/500029852,https://www.wikidata.org/wiki/Q3161332,1798,1798,1798,Watercolor on ivory,3 1/8 x 2 1/2 in. (7.9 x 6.4 cm),"Maria DeWitt Jesup Fund, 1925",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11726,https://www.wikidata.org/wiki/Q19925464,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637
68.222.8,FALSE,FALSE,TRUE,11727,The American Wing,1968,"Painting, miniature",Benjamin Lincoln,American,,,,,Artist,,James Peale,"American, Chestertown, Maryland 1749–1831 Philadelphia, Pennsylvania",,"Peale, James",American,1749,1831,,http://vocab.getty.edu/page/ulan/500029852,https://www.wikidata.org/wiki/Q3161332,1794,1794,1794,Watercolor on ivory,1 7/8 x 1 1/2 in. (4.8 x 3.7 cm),"Gift of J. William Middendorf II, 1968",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11727,https://www.wikidata.org/wiki/Q19925179,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637
1972.191,FALSE,FALSE,TRUE,11728,The American Wing,1972,Painting,Martha Stewart Wilson,American,,,,,Artist,,James Peale,"American, Chestertown, Maryland 1749–1831 Philadelphia, Pennsylvania",,"Peale, James",American,1749,1831,,http://vocab.getty.edu/page/ulan/500029852,https://www.wikidata.org/wiki/Q3161332,1814,1814,1814,Oil on canvas,28 1/2 x 24 in. (72.3 x 61 cm),"Gift of Mr. and Mrs. William L. McKim, 1972",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11728,https://www.wikidata.org/wiki/Q19925631,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943
41.36,FALSE,FALSE,TRUE,11729,The American Wing,1941,"Painting, miniature",Portrait of a Lady,American,,,,,Artist,,James Peale,"American, Chestertown, Maryland 1749–1831 Philadelphia, Pennsylvania",,"Peale, James",American,1749,1831,,http://vocab.getty.edu/page/ulan/500029852,https://www.wikidata.org/wiki/Q3161332,1791,1791,1791,Watercolor on ivory,Sight: 2 x 1 5/8 in. (5.1 x 4 cm),"Fletcher Fund, 1941",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11729,https://www.wikidata.org/wiki/Q20177638,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943
68.222.6,FALSE,FALSE,TRUE,11730,The American Wing,1968,"Painting, miniature",Moses Cox,American,,,,,Artist,,James Peale,"American, Chestertown, Maryland 1749–1831 Philadelphia, Pennsylvania",,"Peale, James",American,1749,1831,,http://vocab.getty.edu/page/ulan/500029852,https://www.wikidata.org/wiki/Q3161332,1796,1796,1796,Watercolor on ivor,Sight: 3 x 2 1/2 in. (7.6 x 6.4 cm),"Gift of J. William Middendorf II, 1968",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11730,https://www.wikidata.org/wiki/Q20177642,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637
