person_id,event_id,event_name,date
31003,2153,"and wants it back the minute it begins to rain.
",20170611
31003,3640,"IBM had a PL/I,
",20180125
31031,5753,"Time is nature's way of making sure that everything doesn't happen at
",20170727
31033,2365,"You may be recognized soon.  Hide.
",20170323
31037,5772,"Brain, v.: [as in ""to brain""] To rebuke bluntly, but not pointedly; to
",20180305
31054,5089,"atlantic with his verb in his mouth.
",20170427
31054,5810,"of being a damned fool.
",20171008
31055,8040,"Earn cash in your spare time -- blackmail your friends.
",20171117
31062,2207,"If time heals all wounds, how come the belly button stays the same?
",20170815
31075,3992,"It did not last; the devil howling ""Ho!
",20170606
31075,3589,"        The one who has the gold makes the rules.
",20170715
31083,3629,"                -- W. Somerset Maughm
",20171002
31083,9122,"Famous last words:
",20170918
31083,9924,"a cynic's eyes to improve his vision.
",20170911
31094,3953,"The sun was shining on the sea,
",20171028
31107,257,"Others will look to you for stability, so hide when you bite your
",20170306
31107,3904,"Spend extra time on hobby.  Get plenty of rolling papers.
",20180428
31107,797,"Diplomacy is the art of saying ""nice doggy"" until you can find a rock.
",20170404
31110,4683,"not worth knowing.
",20170912
31110,7994,"Beware of the Turing Tar-pit in which everything is possible but
",20170517
31110,7390,"America may be unique in being a country which has leapt from barbarism
",20170102
31117,3799,"Real Programmers don't write in PASCAL, or BLISS, or ADA, or any of those pinko
",20170301
31117,6436,"""He was so narrow minded he could see through a keyhole with both
",20170211
31117,4044,"        The strip revolved,
",20170824
31118,1878,"There cannot be a crisis next week.  My schedule is already full.
",20170918
31119,786,"You patch a bug, and dump it again:
",20170622
31119,1675,"He did his very best to make
",20170309
31119,1701,"The chicken that clucks the loudest is the one most likely to show up
",20170727
31124,924,"Ambition is a poor excuse for not having sense enough to be lazy.
",20170104
31124,4583,"Never call a man a fool.  Borrow from him.
",20170818
31124,8383,"Beware of low-flying butterflies.
",20180324
31128,9877,"Beware of low-flying butterflies.
",20171030
31129,1750,"
",20170518
31129,2789,"""The way to make a small fortune in the commodities market is to start
",20170106
31134,4464,"God said, ""Let Newton be,"" and all was light.
",20170216
31134,5605,"        So seldom are clean,
",20180422
31134,3869,"The First Law:  You can't get anything without working for it.
",20170726
31140,89,"People will buy anything that's one to a customer.
",20170324
31140,4542,"And other erotic effects.
",20170226
31140,9373,"every six months.
",20171105
31147,3115,"        in kernel as it is in user!
",20171230
31147,1087,"Reality is an obstacle to hallucination.
",20180429
31147,6393,"                -- Alan Perlis
",20170509
31150,2152,"conventional thing to happen to him.
",20170526
31153,3251,"                -- Oscar Wilde
",20170423
31153,2924,"As Will Rogers would have said, ""There is no such things as a free
",20170428
31158,4485,"                even.
",20170501
31168,932,"Stop searching.  Happiness is right next to you.  Now, if they'd only
",20170415
31169,1344,"change.
",20171220
31169,1783,"responsibility at the other.
",20170111
31179,4069,"God made the Idiot for practice, and then He made the School Board
",20170709
31179,6292,"Genius may have its limitations, but stupidity is not thus
",20180423
31179,8193,"There is something fascinating about science.  One gets such wholesale
",20170204
31182,4318,"                -- La Rouchefoucauld
",20170611
31182,7862,"Adolescence: The stage between puberty and adultery.
",20170114
31188,9924,"                -- Thomas Jefferson
",20180212
31189,8176,"""The climate of Bombay is such that its inhabitants have to live
",20171104
31190,9780,"""I know not with what weapons World War III will be fought, but
",20171129
31191,811,"Things are more like they used to be than they are now.
",20170627
31191,3218,"Whenever you find that you are on the side of the majority, it is time
",20180324
31191,8341,"They also surf who only stand on waves.
",20180324
31195,6084,"A budget is just a method of worrying before you spend money, as well
",20170918
31219,9630,"""Just once, I wish we would encounter an alien menace that wasn't
",20180403
31219,4884,"Mickey Mouse wears a Spiro Agnew watch.
",20170917
31219,9583,"change.
",20171006
31224,7378,"Xerox does it again and again and again and ...
",20170323
31228,7236,"        When told this was so,
",20170302
31228,9162,"                -- Arthur Naiman
",20171213
31228,3441,"At the source of every error which is blamed on the computer you will
",20170705
31237,6379,"but that's because it's the best book on anything for the layman.
",20171123
31237,4207,"Van Roy's Law:
",20180101
31238,4507,"99 blocks of crud!
",20180228
31238,4193,"Broad-mindedness: The result of flattening high-mindedness out.
",20170928
31247,9589,"have a lucky day this year.
",20170525
31252,1988,"                -- Walt Kelly
",20170801
31252,6740,"Give thought to your reputation.  Consider changing name and moving to
",20180322
31252,4581,"tomorrow!
",20170819
31254,5753,"            points.
",20171017
31254,9016,"really make them think they'll hate you.
",20170201
31293,1404,"Our country has plenty of good five-cent cigars, but the trouble is
",20171209
31293,1155,"Now I'm protecting it.
",20170511
31293,2365,"""Acting is an art which consists of keeping the audience from
",20170228
31294,2350,"One of the oldest problems puzzled over in the Talmud is: ""Why did God
",20171027
31295,7110,"You're being followed.  Cut out the hanky-panky for a few days.
",20171125
31295,5043,"The chicken that clucks the loudest is the one most likely to show up
",20170711
31295,9917,"God did not create the world in 7 days; he screwed around for 6 days
",20170708
31296,624,"""I am not an Economist.  I am an honest man!""
",20170927
31296,5042,"                -- Mark Twain
",20170701
31309,5851,"        It runs all its programs in RPG!
",20170115
31309,7820,"Silverman's Law:
",20170131
31318,764,"Be different: conform.
",20170313
31318,134,"Life is like an onion: you peel off layer after layer, then you find
",20170924
31318,8029,"        Its monitor loses so totally!
",20180322
31321,5562,"the morning.
",20171202
31321,2189,"this sort of trash.
",20170626
31349,3251,"                -- Walt Kelly
",20170807
31349,8521,"Old soldiers never die.  Young ones do.
",20170324
31360,4993,"        the dark leaks out.
",20170104
31363,8559,"You cannot kill time without injuring eternity.
",20180225
31363,4331,"        If Murphy's Law can go wrong, it will.
",20170227
31366,5269,"them keeps paying for it.
",20180428
31366,8663,"ends.
",20170422
31366,6148,"there is nothing in it.
",20170815
31383,9775,"99 blocks of crud!
",20170815
31383,7043,"Kinkler's First Law:
",20170526
31384,3998,"System/3!  System/3!
",20170123
31388,8883,"Nooses give;
",20170921
31398,3953,"body is better.
",20170307
31404,7331,"There was a young lady from Hyde
",20170331
31411,5043,"Hindsight is an exact science.
",20171231
31411,488,"aureomycin, cocaine, interferon, and TLC.  The only ailment chicken
",20180302
31411,4930,"Triple-Iso-Bifurcated-Krypton-Gate-MOS process...""
",20171103
31413,1604,"President Reagan has noted that there are too many economic pundits and
",20170524
31417,9353,"in eucalyptus trees.
",20170724
31417,2362,"of being a damned fool.
",20170407
31424,5748,"99 blocks of crud on the disk,
",20170716
31424,4729,"Steinbach's Guideline for Systems Programming
",20170918
31433,129,"
",20180421
31433,2659,"taught how _n_o_t to.  So it is with the great programmers.
",20170507
31434,6254,"        The night before the English History mid-term, your Biology
",20170805
31434,158,"Never put off till tomorrow what you can avoid all together.
",20170410
31448,8012,"Eggheads unite!  You have nothing to lose but your yolks.
",20170329
31454,5971,"Question:
",20171016
31454,1623,"You can create your own opportunities this week.  Blackmail a senior
",20170828
31454,9564,"        Make it possible for programmers to write in English and you
",20170805
31477,9673,"Every program has (at least) two purposes: the one for which it was
",20180220
31477,3984,"Their topics run chiefly to sex.
",20170508
31477,1386,"In case of atomic attack, the federal ruling against prayer in schools
",20180101
31483,5963,"Old soldiers never die.  Young ones do.
",20170110
31483,1519,"Rivers are damp;
",20170325
31519,2679,"really make them think they'll hate you.
",20170523
31523,968,"of being a damned fool.
",20170619
31527,4892,"
",20170604
31527,3046,"miss
",20180105
31527,706,"        other.
",20170501
31529,8995,"You are wise, witty, and wonderful, but you spend too much time reading
",20180122
31529,8600,"Life is like an onion: you peel off layer after layer, then you find
",20170215
31531,1701,"There's no future in time travel
",20180313
31531,842,"        2.  If a straight line fit is required, obtain only two data
",20170728
31531,712,"
",20171011
31537,6186,"soap bubble?
",20180427
31537,9388,"But only what I tell it.
",20170106
31538,7937,"Their topics run chiefly to sex.
",20170319
31565,6186,"""You'll never be the man your mother was!""
",20170613
31565,6072,"affairs has always been dominant and controlling.
",20180120
31565,1288,"Rivers are damp;
",20170921
31574,488,"Things are more like they used to be than they are now.
",20180330
31578,6982,"The Third Law:  You can only break even at absolute zero.
",20170308
31578,4287,"usable, and it works, and if it breaks they'll quickly tell you how to
",20170228
31578,1066,"Today is the first day of the rest of the mess
",20180418
31581,6186,"        when someone inadvertently opens the darkroom door and all of
",20180105
31581,4930,"                -- Herbert Prochnow
",20171207
31581,5867,"Don't feed the bats tonight.
",20170527
31595,5270,"Ducharme's Precept:
",20170216
31595,1290,"A: Three.  One to screw in the lightbulb and two to fend off all those
",20170615
31616,446,"                -- F. P. Jones
",20170530
31634,4112,"Just because your doctor has a name for your condition doesn't mean he
",20170430
31634,2054,"honorable gentleman is a scurvy cur.""
",20180118
31634,8753,"        stupidity.
",20170105
31666,816,"Succumb to natural tendencies.  Be hateful and boring.
",20180302
31666,8729,"...And malt does more than Milton can
",20170130
31666,3444,"There's no future in time travel
",20170526
31683,9137,"Conscience is the inner voice that warns us somebody is looking
",20170627
31684,4719,"Ass: The masculine of ""lass"".
",20170507
31684,3115,"You may be recognized soon.  Hide.
",20170405
31704,1599,"means the price went way up.
",20170514
31705,9738,"Military intelligence is a contradiction in terms.
",20171203
31705,8909,"The middle of the night.
",20170227
31705,7297,"Don't cook tonight -- starve a rat today!
",20180115
31708,1093,"Never be led astray onto the path of virtue.
",20171011
31708,1389,"Lunatic Asylum: The place where optimism most flourishes.
",20180308
31738,6575,"                -- Mark Twain
",20170313
31750,1851,"
",20180405
31750,1750,"variable.""
",20170625
31750,1229,"A LISP programmer knows the value of everything, but the cost of
",20180204
31753,295,"Be different: conform.
",20180315
31753,2403,"Signs of crime: screaming or cries for help.
",20171114
31764,7862,"Menu: A list of dishes which the restaurant has just run out of
",20170116
31764,4069,"Ten years of rejection slips is nature's way of telling you to stop
",20180107
31765,2403,"            Smoke a friend today.
",20170119
31769,5282,"average man can see better than he can think.
",20180131
31769,8902,"At the source of every error which is blamed on the computer you will
",20180328
31772,4781,"Fashion is a form of ugliness so intolerable that we have to alter it
",20180129
31772,1360,"Velilind's Laws of Experimentation:
",20170118
31790,6964,"                -- Bertold Brecht
",20170205
31790,3623,"Familiarity breeds attempt
",20170921
31790,8233,"Real Programmers don't comment their code.  If it was hard to write, it should
",20180220
31793,3157,"A university is what a college becomes when the faculty loses interest
",20171110
31793,2177,"for a dial tone.
",20170211
31799,5004,"                -- W. C. Fields
",20170731
31799,9133,"If there are epigrams, there must be meta-epigrams.
",20171104
31811,8542,"                -- Herbert Prochnow
",20171203
31811,4387,"The Pig, if I am not mistaken,
",20180106
31824,8778,"Tomorrow will be canceled due to lack of interest.
",20170228
31826,8233,"knows what it is.
",20180429
31826,8279,"are 50-50 it will.
",20170827
31826,9087,"Brain fried -- Core dumped
",20170925
31836,7093,"ourselves.
",20170708
31836,8976,"works.
",20171110
31851,2917,"Conway's Law:
",20171105
31851,17,"certain; and as far as they are certain, they do not refer to reality.
",20180420
31851,3037,"As of next week, passwords will be entered in Morse code.
",20171219
31856,5124,"Real Programmers don't eat quiche.  In fact, real programmers don't know how to
",20170717
31856,2506,"Good-bye.  I am leaving because I am bored.
",20170208
31856,5362,"        Anything that can go wr
",20171128
31869,1785,"If you put garbage in a computer nothing comes out but garbage.  But
",20170409
31876,9472,"Space is big.  You just won't believe how vastly, hugely, mind-
",20170629
31876,4719,"""If I had only known, I would have been a locksmith.""
",20171122
31887,7258,"Earn cash in your spare time -- blackmail your friends
",20180128
31889,6845,"Man Invented Alcohol,
",20180206
31889,5043,"Question:
",20170510
31889,4867,"Love is sentimental measles.
",20170704
31913,488,"Kinkler's Second Law:
",20170430
31913,7676,"criticize, but if everybody hated you, you'd be paranoid too.
",20180209
31913,5282,"                -- Herbert Prochnow
",20180303
31926,9167,"Earn cash in your spare time -- blackmail your friends
",20170416
31926,3901,"usable, and it works, and if it breaks they'll quickly tell you how to
",20171228
31931,8869,"average man can see better than he can think.
",20170923
31931,8010,"Ingrate: A man who bites the hand that feeds him, and then complains of
",20180209
31931,5982,"We wish you a Hare Krishna
",20170915
31960,1794,"handicapped.
",20170805
31978,1438,"Mollison's Bureaucracy Hypothesis:
",20170604
31978,5748,"whether to write in COBOL or FORTRAN.
",20170626
31978,5135,"not worth knowing.
",20180304
31995,2809,"Acids stain you;
",20180410
31995,8902,"None.  The Universe spines the bulb, and the Zen master stays out of
",20180316
31995,5590,"Real Programmers don't write in COBOL.  COBOL is for wimpy applications
",20170607
32001,7378,"Don't tell any big lies today.  Small ones can be just as effective.
",20171130
32001,9559,"        The apple fermented
",20170817
32001,9288,"How many tech writers does it take to change a lightbulb?
",20180307
32005,8716,"Ass: The masculine of ""lass"".
",20171221
32005,3157,"Automobile: A four-wheeled vehicle that runs up hills and down
",20180418
32005,4554,"        electrical cord.
",20170926
32006,6185,"Faith is the quality that enables you to eat blackberry jam on a picnic
",20180203
32006,2110,"A: Three.  One to screw in the lightbulb and two to fend off all those
",20180221
32012,871,"What use is magic if it can't save a unicorn?
",20170115
32012,5412,"The secret to success is sincerity. Once you learn to fake that you have
",20171006
32012,6579,"
",20170808
32016,7349,"How many hardware engineers does it take to change a lightbulb?
",20180320
32016,3810,"There's no future in time travel
",20170211
32021,9145,"                -- Oscar Wilde
",20170219
32021,5517,"Lysistrata had a good idea.
",20170409
32024,1988,"As of next week, passwords will be entered in Morse code.
",20170709
32024,769,"-Deep Thought
",20170205
32024,3640,"Egotism is the anesthetic given by a kindly nature to relieve the pain
",20170214
32033,3640,"Steinbach's Guideline for Systems Programming
",20180418
32033,6463,"indigestion.
",20180317
32033,624,"You will be surprised by a loud noise.
",20170409
32036,8172,"        But this output can be
",20170412
32037,6229,"Justice: A decision in your favor.
",20180322
32037,6084,"        The mouse dissolved
",20180115
32037,703,"        If you did manage to get any good shots, they will be ruined
",20171102
32045,8084,"        While her lover lamented
",20180214
32045,6521,"The IQ of the group is the lowest IQ of a member of the group divided
",20171222
32075,6059,"        The night before the English History mid-term, your Biology
",20170627
32075,2668,"Corollary:
",20180123
32075,8753,"to work.
",20170402
32085,7219,"        If you view your problem closely enough you will recognize
",20180317
32085,4470,"A year spent in artificial intelligence is enough to make one believe
",20180417
32091,2264,"        Anything that can go wr
",20170509
32091,8121,"Do not sleep in a eucalyptus tree tonight.
",20180420
32110,85,"Californians trying to share the experience.
",20170513
32134,6740,"Presidents and Kings to the scum of the earth...""
",20170823
32135,1519,"happens.
",20170520
32135,8666,"                -- Bruce Leverett
",20180129
32135,8172,"                -- Bert Whitney
",20170709
32146,4987,"1st customer: ""I'll have tea.""
",20180207
32146,9289,"it.
",20180318
32162,9624,"                -- Mark Twain
",20170702
32167,968,"Every manifestation had seven symptoms.
",20180114
32167,6515,"otherwise require harder thinking.
",20171223
32171,8426,"        live.
",20180330
32199,2679,"
",20170901
32199,5061,"eyes...""
",20180119
32199,4554,"Acid -- better living through chemistry.
",20170516
32207,7474,"                -- Walt Kelly
",20171127
32209,3232,"        Its monitor loses so totally!
",20180428
32209,2789,"The Law, in its majestic equality, forbids the rich, as well as the
",20180119
32209,5091,"be hard to understand.
",20170217
32211,5606,"If you think last Tuesday was a drag, wait till you see what happens
",20170919
32211,2183,"you are going to see of him until he emerges on the other side of his
",20170228
32213,9780,"Hello Dr. Falken.
",20170503
32213,4004,"busy worrying over what you are thinking about them.
",20170217
32213,3483,"nothing.
",20170707
32221,8476,"Perhaps, unless the billboards fall
",20180430
32221,8997,">from the sun; there's a large meteor blocking transmission; or someone
",20171005
32236,2834,"There is no time like the present for postponing what you ought to be
",20170312
32236,6964,"                -- ""The Hitchhiker's Guide to the Galaxy""
",20180213
32236,6625,"You patch a bug, and dump it again:
",20170327
32248,6059,"as afterward.
",20170529
32248,1389,"Whenever the literary German dives into a sentence, that is the last
",20180307
32249,1960,"
",20180106
32256,9007,"Accordion: A bagpipe with pleats.
",20170320
32256,9347,"        Make it possible for programmers to write in English and you
",20170312
32262,5561,"A Lisp programmer knows the value of everything, but the cost of
",20170126
32262,6579,"Lie: A very poor substitute for the truth, but the only one discovered
",20180116
32262,3997,"Good day to avoid cops.  Crawl to school.
",20180404
32264,8416,"Got Mole problems?
",20180222
32265,6595,"But in our enthusiasm, we could not resist a radical overhaul of the
",20170329
32265,1604,"crystallography weenies.
",20171009
32265,7946,"Surprise your boss.  Get to work on time.
",20170128
32270,9880,"        handle.
",20170307
32272,8566,"Majority: That quality that distinguishes a crime from a law.
",20180309
32272,9773,"Others will look to you for stability, so hide when you bite your
",20170730
32278,2886,"Gravity is a myth, the Earth sucks.
",20171026
32278,5702,"Noncombatant: A dead Quaker.
",20170103
32278,9267,"Ducharm's Axiom:
",20171215
32304,2206,"There is no time like the present for postponing what you ought to be
",20170914
32320,3940,"government at all.
",20180306
32368,6059,"Limericks are art forms complex,
",20170530
32368,7364,"     ""Like a bowl of sour cream?"" asked the other.  ""Why?""
",20170605
32368,2679,"        Anything that can go wr
",20180405
32374,3750,"in students.
",20171216
32374,9599,"Cigarette: A fire at one end, a fool at the other, and a bit of
",20180117
32375,2044,"        The night before the English History mid-term, your Biology
",20170107
32377,9314,"A diva who specializes in risqu'e arias is an off-coloratura soprano...
",20180317
32377,9669,"as afterward.
",20170927
32387,4715,"                -- Bruce Leverett
",20170223
32387,7587,"There's no future in time travel
",20170826
32387,6127,"shortest, though.
",20170521
32401,8012,"Future looks spotty.  You will spill soup in late evening.
",20170208
32403,55,"""Just once, I wish we would encounter an alien menace that wasn't
",20170216
32412,3046,"without looking to see whether the seeds move.
",20170903
32427,7297,"Future looks spotty.  You will spill soup in late evening.
",20170216
32427,5415,"example.
",20170126
32449,1581,"        If you are given an open-book exam, you will forget your book.
",20171205
32463,5323,"Q: How many Oregonians does it take to screw in a light bulb?
",20170621
32475,4717,"Be free and open and breezy!  Enjoy!  Things won't get any better so
",20170217
32475,4461,"Stop searching.  Happiness is right next to you.
",20171119
32502,1654,"     An unbreakable toy is useful for breaking other toys.
",20170618
32503,1266,"Dying is a very dull, dreary affair.  And my advice to you is to
",20171106
32520,4273,"Die: To stop sinning suddenly.
",20170720
32523,9583,"99 blocks of crud on the disk,
",20180320
32528,5927,"Whenever the literary German dives into a sentence, that is the last
",20170513
32528,5714,"Democracy is a form of government that substitutes election by the
",20171211
32534,3137,"Who lived on distilled kerosene
",20171123
32549,6463,"""Here at the Phone Company, we serve all kinds of people; from
",20170306
32555,706,"The meek shall inherit the earth -- they are too weak to refuse.
",20180122
32564,8600,"There once was a girl named Irene
",20170318
32564,1193,"The typewriting machine, when played with expression, is no more
",20170129
32564,6085,"California is a fine place to live -- if you happen to be an orange.
",20170103
32565,4029,"in students.
",20180226
32591,8172,"Death is life's way of telling you you've been fired.
",20170214
32652,3016,"God made the Idiot for practice, and then He made the School Board
",20170313
32652,6636,"            points.
",20170615
32652,1107,"                -- John Ciardi
",20170925
32658,1878,"Message will arrive in the mail.  Destroy, before the FBI sees it.
",20170702
32658,3755,"Signs of crime: screaming or cries for help.
",20171102
32658,2475,"Don't tell any big lies today.  Small ones can be just as effective.
",20180130
32670,345,"        And masculine urgin's,
",20170810
32684,7275,"                -- Mark Twain
",20170627
32686,2513,"
",20170922
32686,1830,"""Now is the time for all good men to come to.""
",20170124
32694,8426,"the bare metal.  Application programming is for feebs who can't do systems
",20170115
32696,4448,"out of Casablanca and the Germans have outlawed miracles.""
",20170614
32703,7416,"nothing.
",20170416
32704,6722,"A baby is an alimentary canal with a loud voice at one end and no
",20171118
32704,2153,"                -- Kehlog Albran
",20170623
32704,9406,"Death is life's way of telling you you've been fired.
",20180224
32761,4219,"in God.
",20170414
32761,2831,"Signs of crime: screaming or cries for help.
",20170308
32763,5606,"crystallography weenies.
",20180101
32763,5560,"himself from the sphere of exaction.
",20180126
32763,706,"affairs has always been dominant and controlling.
",20180322
32772,3745,"And everywhere this language went,
",20170320
32772,7401,"            Smoke a friend today.
",20170322
32772,8784,"say what I wish done,"" give him a lollipop.
",20170814
32773,6765,"Good day for overcoming obstacles.  Try a steeplechase.
",20180128
32773,3266,"God did not create the world in 7 days; he screwed around for 6 days
",20170417
32781,4723,"miss
",20171117
32781,6463,"                -- Lazarus Long
",20170519
32786,5101,"Fruit flies like a banana
",20170313
32789,3490,"Good-bye.  I am leaving because I am bored.
",20180112
32789,1667,"Alexander Graham Bell is alive and well in New York, and still waiting
",20180317
32789,4235,"That made it, paired by dot;
",20171018
32805,4674,"I'm not as think as you stoned I am.
",20170603
32805,5469,"                -- Arthur Naiman
",20170922
32805,8476,"                -- Mickey Mouse
",20170614
32819,2499,"Presidents and Kings to the scum of the earth...""
",20171029
32819,1670,"When the government bureau's remedies do not match your problem, you
",20171210
32824,446,"computer crashes.
",20170331
32824,6625,"        A new hydrocarbon
",20170104
32824,6789,"Next Friday will not be your lucky day.  As a matter of fact, you don't
",20171226
32828,1295,"world has ever seen.
",20180206
32828,515,"dispel a source of error in an opponent.
",20170921
32828,9773,"Murphy would be there to tell me
",20170929
32835,1851,"Famous last words:
",20180416
32858,176,"How many hardware engineers does it take to change a lightbulb?
",20171219
32885,2075,"The National Short-Sleeved Shirt Association says:
",20170826
32885,6702,"Fifth Law of Applied Terror:
",20170305
32885,1837,"    ""All flesh is grass""
",20170118
32898,709,"The billows smooth and bright --
",20170823
32898,2059,"Drive defensively.  Buy a tank.
",20170129
32898,9630,"Real Programmers don't write in PASCAL, or BLISS, or ADA, or any of those pinko
",20170131
32915,7509,"poor to protect them from each other.
",20170423
32917,5270,"bogglingly big it is.  I mean, you may think it's a long way down the
",20171126
32917,5519,"A city is a large community where people are lonesome together
",20180301
32917,7219,"How many tech writers does it take to change a lightbulb?
",20170906
32926,9314,"Admiration: Our polite recognition of another's resemblance to
",20170611
32944,1852,"Assure us that it must be so.
",20180402
32947,9427,"Happiness: An agreeable sensation arising from contemplating the misery
",20170112
32947,6602,"lightly greased.""
",20180119
32947,8306,"You're being followed.  Cut out the hanky-panky for a few days.
",20171231
32957,4207,"Reality is an obstacle to hallucination.
",20180310
32958,8025,"        ""Diet.""
",20180219
32958,3973,"                -- Oscar Wilde
",20180324
32958,9599,"""If you go on with this nuclear arms race, all you are going to do is
",20170617
32960,712,"The earth is like a tiny grain of sand, only much, much heavier.
",20170525
32998,4837,"A chubby man with a white beard and a red suit will approach you soon.
",20171104
33031,8541,"None: ""We'll fix it in software.""
",20170219
33034,7460,"The brain is a wonderful organ; it starts working the moment you get up
",20180422
33034,4719,"Save energy: be apathetic.
",20170403
33050,1659,"        Thy programs run, thy syscalls done,
",20170623
33060,8360,"""If you go on with this nuclear arms race, all you are going to do is
",20170617
33068,5748,"                -- John Barrymore's dying words
",20171119
33068,134,"
",20170813
33068,8657,"        Make it possible for programmers to write in English and you
",20170206
33074,2092,"Things are more like they used to be than they are now.
",20180217
33074,2502,"Every bug had seven manifestations;
",20170224
33079,4004,"
",20171113
33079,1290,"Surprise due today.  Also the rent.
",20170213
33081,7182,"Hummingbirds never remember the words to songs.
",20171126
33081,8383,"                -- Hilaire Belloc
",20171217
33082,769,"This will be a memorable month -- no matter how hard you try to forget
",20180408
33082,1625,"they ought to be.  Hence the custom among the Scythians of plucking out
",20171214
33083,6393,"bodies, it is customary to mention all members as honorable; as, ""the
",20170711
33083,1193,"                -- Clint Eastwood
",20170303
33093,8622,"You patch a bug, and dump it again:
",20170720
33093,3009,"Faith is the quality that enables you to eat blackberry jam on a picnic
",20171128
33093,346,"mail.  Corresponding errors will show up in the duplicate while the
",20171006
33095,6962,"Avoid reality at all costs.
",20180211
33095,4682,"in eucalyptus trees.
",20171121
33095,2581,"...And malt does more than Milton can
",20180116
33131,1143,Groovin' Graph Gathering,20170702
33131,1143,Groovin' Graph Gathering,20170502
33156,5922,"Troubled day for virgins over 16 who are beautiful and wealthy and live
",20170510
33174,5519,"It is easier to get forgiveness than permission.
",20171205
33184,9559,"give it back to them.
",20180116
33184,1529,"        The apple fermented
",20170916
33192,55,"Boy: A noise with dirt on it.
",20170313
33193,9780,"        hits the paper.
",20170912
33193,5851,"Others will look to you for stability, so hide when you bite your
",20170928
33195,8522,"in God.
",20170519
33209,2054,"
",20170126
33220,4717,"Caution: breathing may be hazardous to your health.
",20171001
33220,6292,"DeVries' Dilemma:
",20180128
33220,6127,"Triple-Iso-Bifurcated-Krypton-Gate-MOS process...""
",20170217
33221,3114,"The typewriting machine, when played with expression, is no more
",20171219
33225,7351,"No one can make you feel inferior without your consent.
",20171224
33225,8059,"In English, every word can be verbed.  Would that it were so in our
",20170501
33226,7587,"Life is like an onion: you peel off layer after layer, then you find
",20170627
33243,5282,"body is better.
",20170417
33253,3826,"Down with categorical imperative!
",20170506
33253,8383,"The meek shall inherit the earth -- they are too weak to refuse.
",20171107
33253,7509,"Stop searching.  Happiness is right next to you.  Now, if they'd only
",20170421
33271,3157,"You cannot kill time without injuring eternity.
",20170331
33271,6884,"Acids stain you;
",20180104
33271,4287,"Reclaimer, spare that tree!
",20170922
33278,3053,"                -- Dorothy Parker
",20170508
33292,6114,"                -- John O'Hara
",20180208
33292,1649,"Good news.  Ten weeks from Friday will be a pretty good day.
",20171020
33292,3322,"Real Programmers' programs never work right the first time.  But if you throw
",20170119
33300,5593,"It is easier to write an incorrect program than understand a correct
",20171118
33303,8476,"                -- Peter S. Beagle
",20171222
33303,4235,"A candidate is a person who gets money from the rich and votes from the
",20170927
33333,1923,"It is easier to change the specification to fit the program than vice
",20170206
33333,6004,"        They usually have virgins,
",20180116
33333,8456,"And other erotic effects.
",20171205
33338,6625,"        Thy programs run, thy syscalls done,
",20170625
33338,1104,"aloud what the country could do under first-class management.
",20170114
33340,8905,"We wish you a Hare Krishna
",20170314
33346,6625,"It is easier to write an incorrect program than understand a correct
",20170313
33346,6184,"the little hand is on the ....
",20180211
33346,9564,"Things are more like they used to be than they are now.
",20170723
33355,9288,"How many tech writers does it take to change a lightbulb?
",20180417
33355,1973,"He sure is a fun god
",20171205
33357,6845,"If you put garbage in a computer nothing comes out but garbage.  But
",20170303
33357,1028,"THE GOLDEN RULE OF ARTS AND SCIENCES
",20170601
33360,2147,"It is easier to write an incorrect program than understand a correct
",20170330
33361,5970,"Spend extra time on hobby.  Get plenty of rolling papers.
",20170822
33361,1468,"example.
",20170526
33370,793,"Take heart amid the deepening gloom that your dog is finally getting
",20180424
33370,4951,"        (Waiter exits, returns)
",20170127
33370,6964,"Screw up your courage!  You've screwed up everything else.
",20170630
33376,9188,"The new Congressmen say they're going to turn the government around.  I
",20180103
33376,7946,"You have the capacity to learn from mistakes.  You'll learn a lot
",20170914
33395,8057,"Absentee: A person with an income who has had the forethought to remove
",20180127
33406,5269,"        Opportunity always knocks at the least opportune moment.
",20180311
33406,2153,">from where you left them to where you can't find them.
",20170129
33406,574,"I met a Quux with seven hacks.
",20180327
33407,5971,"""Even the best of friends cannot attend each other's funeral.""
",20180126
33414,1144,"happens.
",20170923
33414,7830,"Presidents and Kings to the scum of the earth...""
",20170807
33414,2875,"create goyim?""  The generally accepted answer is ""_s_o_m_e_b_o_d_y has to buy
",20180112
33417,8207,"Stop searching.  Happiness is right next to you.  Now, if they'd only
",20180127
33417,5469,"Every bug had seven manifestations;
",20170205
33417,5519,"body is better.
",20171012
33420,4674,"today.
",20170606
33420,315,"Let others think his heart is big,
",20170106
33420,2573,"a cynic's eyes to improve his vision.
",20170123
33423,1811,"make the rubble bounce""
",20170521
33423,9314,"We wish you a Hare Krishna
",20170701
33423,4387,"Gas smells awful;
",20170606
33431,6575,"                -- Macy's
",20170419
33436,5201,"Velilind's Laws of Experimentation:
",20171224
33441,9319,"coughing.""
",20171001
33441,2993,"Got Mole problems?
",20170221
33441,3640,"Next Friday will not be your lucky day.  As a matter of fact, you don't
",20170302
33443,1670,"Predestination was doomed from the start.
",20170319
33443,6515,"Xerox never comes up with anything original.
",20180317
33448,446,"Fine day to work off excess energy.  Steal something heavy.
",20180419
33448,7862,"Horngren's Observation:
",20170331
33448,7390,"Only God can make random selections.
",20180315
