person_id,transcript
33944,"
"
33996,"but I don’t remember where.’
"
34026,"inquisitively, and seemed to her to wink with one of its little eyes,
"
34036,"going on within--a constant howling and sneezing, and every now and then
"
34066,"‘Mary Ann! Mary Ann!’ said the voice. ‘Fetch me my gloves this moment!’
"
34086,"
"
34091,"itself upright as it spoke (it was exactly three inches high).
"
34122,"As she said this she looked down at her hands, and was surprised to see
"
34149,"‘That’s enough about lessons,’ the Gryphon interrupted in a very decided
"
34231,"were nowhere to be found: all she could see, when she looked down, was
"
34236,"‘I don’t think they play at all fairly,’ Alice began, in rather a
"
34240,"thousand miles down, I think--’ (for, you see, Alice had learnt several
"
34242,"‘Who are YOU?’ said the Caterpillar.
"
34256,"more if you’d rather not.’
"
34310," When they take us up and throw us, with the lobsters, out to sea!”
"
34351,"Alice opened the door and found that it led into a small passage, not
"
34352,"Poor Alice! It was as much as she could do, lying down on one side, to
"
34368,"But at any rate he might answer questions.--How am I to get in?’ she
"
34378,"the temper of your flamingo. Shall I try the experiment?’
"
34413,"‘Oh, YOU sing,’ said the Gryphon. ‘I’ve forgotten the words.’
"
34442,"   Pennyworth only of beautiful Soup?
"
34473,"
"
34475,"‘Boots and shoes under the sea,’ the Gryphon went on in a deep voice,
"
34482,"
"
34491,"
"
34494,"Alice opened the door and found that it led into a small passage, not
"
34498,"RED rose-tree, and we put a white one in by mistake; and if the Queen
"
34544,"The moment Alice appeared, she was appealed to by all three to settle
"
34592,"‘How do you like the Queen?’ said the Cat in a low voice.
"
34615,"
"
34616,"ringlets, and mine doesn’t go in ringlets at all; and I’m sure I can’t
"
34620,"who I WAS when I got up this morning, but I think I must have been
"
34621,"‘How do you like the Queen?’ said the Cat in a low voice.
"
34642,"‘Would it be of any use, now,’ thought Alice, ‘to speak to this mouse?
"
34646,"through the little door into that lovely garden. First, however, she
"
34651,"appeared; but she ran off as hard as she could, and soon found herself
"
34703,"very little! Besides, SHE’S she, and I’m I, and--oh dear, how puzzling
"
34722,"again, sitting on a branch of a tree.
"
34723," Will you, won’t you, will you, won’t you, will you join the dance?
"
34746,"
"
34757,"real Mary Ann, and be turned out of the house before she had found the
"
34773,"
"
34856,"As there seemed to be no chance of getting her hands up to her head, she
"
34889,"dear, certainly: but now run in to your tea; it’s getting late.’ So
"
34898,"sudden change, but very glad to find herself still in existence; ‘and
"
34953,"
"
34955,"shut up like a telescope! I think I could, if I only knew how to begin.’
"
34960,"eagerly, half hoping that the Mouse had changed his mind, and was coming
"
34961,"
"
34962,"‘And how many hours a day did you do lessons?’ said Alice, in a hurry to
"
34965,"sweet-tempered. I only wish people knew that: then they wouldn’t be so
"
34985,"cupboards and book-shelves; here and there she saw maps and pictures
"
34986,"lonely and low-spirited. In a little while, however, she again heard
"
34993,"the m--’
"
35002,"‘What IS a Caucus-race?’ said Alice; not that she wanted much to know,
"
35036,"
"
35120,"moved into the Dormouse’s place, and Alice rather unwillingly took
"
35130,"The Fish-Footman began by producing from under his arm a great letter,
"
35144,"beginning with the end of the tail, and ending with the grin, which
"
35177,"‘The reason is,’ said the Gryphon, ‘that they WOULD go with the lobsters
"
35231,"used--and I don’t keep the same size for ten minutes together!’
"
35247,"nearly as large as himself, and this he handed over to the other,
"
35248,"‘You did,’ said the Mock Turtle.
"
35262,"
"
35266,"     And pour the waters of the Nile
"
35267,"lessons in here? Why, there’s hardly room for YOU, and no room at all
"
35273,"‘Herald, read the accusation!’ said the King.
"
35280,"
"
35300,"knowing how old it was, and, as the Lory positively refused to tell its
"
35311,"    Why, I do it again and again.’
"
35326,"
"
35347,"
"
35366,"about in the wood, ‘is to grow to my right size again; and the second
"
35380,"only too glad to do so.
"
35409,"it to make it stop.
"
35415,"‘Well, be off, then!’ said the Pigeon in a sulky tone, as it settled
"
35438,"said the Gryphon: and it set to work shaking him and punching him in
"
35441,"‘Then the words don’t FIT you,’ said the King, looking round the court
"
35465,"
"
35466,"but, alas! the little door was shut again, and the little golden key was
"
35471,"whiskers!’
"
35499,"Here was another puzzling question; and as Alice could not think of any
"
35503,"
"
35506,"‘You couldn’t have wanted it much,’ said Alice; ‘living at the bottom of
"
35523,"she fell past it.
"
35527,"
"
35528,"standing before them, in chains, with a soldier on each side to guard
"
35575,"bottle that stood near the looking-glass. There was no label this time
"
35576,"anxiously over his shoulder as he spoke, and then raised himself upon
"
35608,"
"
35611,"tears, until there was a large pool all round her, about four inches
"
35613,"It’s enough to drive one crazy!’
"
35622,"
"
35634,"   Pennyworth only of beautiful Soup?
"
35639,"had kept a piece of it in her pocket) till she was about a foot high:
"
35643,"court, arm-in-arm with the Dormouse. ‘Fourteenth of March, I think it
"
35702,"everything that Alice said; ‘there’s a large mustard-mine near here. And
"
35729,"slate with one finger, as he found it made no mark; but he now hastily
"
35771,"wondering if anything would EVER happen in a natural way again.
"
35780,"
"
35795,"      With gently smiling jaws!’
"
35808,"repeated, aloud.
"
35809,"sat down and cried.
"
35846,"‘Exactly so,’ said Alice.
"
35852,"resting in the shade: however, the moment they saw her, they hurried
"
35884,"conversations?’
"
35886,"(the position in which you usually see Shakespeare, in the pictures
"
35910,"‘Speak English!’ said the Eaglet. ‘I don’t know the meaning of half
"
35925,"over all the children she knew that were of the same age as herself, to
"
35927,"saying anything more till the Pigeon had finished.
"
35931,"mouse-traps, and the moon, and memory, and muchness--you know you say
"
35947,"The rabbit-hole went straight on like a tunnel for some way, and then
"
35958,"up.’
"
35979,"   Who for such dainties would not stoop?
"
35993,"and he went on in these words:
"
36004,"   And yet you incessantly stand on your head--
"
36008,"this bottle does. I do hope it’ll make me grow large again, for really
"
36031,"
"
36056,"evidently meant for her.
"
36077,"slipped in like herself.
"
36096,"impossible.
"
36108,"
"
36123,"‘tis love, that makes the world go round!”’
"
36125,"thought Alice; ‘I might as well be at school at once.’ However, she
"
36126,"her life, and had come to the general conclusion, that wherever you go
"
36132,"funny watch!’ she remarked. ‘It tells the day of the month, and doesn’t
"
36144,"           (WITH ALICE’S LOVE).
"
36168,"set off at once, and ran till she was quite tired and out of breath, and
"
36172,"       HEARTHRUG,
"
36174,"‘Anything you like,’ said the Footman, and began whistling.
"
36182,"‘We must burn the house down!’ said the Rabbit’s voice; and Alice called
"
36184,"
"
36196,"
"
36244,"begun asking riddles.--I believe I can guess that,’ she added aloud.
"
36260,"herself in a long, low hall, which was lit up by a row of lamps hanging
"
36284,"tell what o’clock it is!’
"
36298,"
"
36306,"perhaps as this is May it won’t be raving mad--at least not so mad as
"
36328,"‘You may not have lived much under the sea--’ [‘I haven’t,’ said
"
36335,"
"
36344,"his fan and gloves--that is, if I can find them.’ As she said this, she
"
36345,"
"
36382,"too much frightened to say a word, but slowly followed her back to the
"
36384,"‘Yes,’ said Alice, ‘we learned French and music.’
"
36385,"tittered audibly.
"
36399," Would not, could not, would not, could not, could not join the dance.
"
36432,"of being all alone here!’
"
36435,"
"
36436,"makes them so shiny?’
"
36443,"
"
36469,"  *    *    *    *    *    *    *
"
36487,"
"
36522,"thought Alice; ‘I might as well be at school at once.’ However, she
"
36549,"‘No, they’re not,’ said the White Rabbit, ‘and that’s the queerest thing
"
36559,"‘--and just take his head off outside,’ the Queen added to one of the
"
36560,"
"
36563,"‘You are not attending!’ said the Mouse to Alice severely. ‘What are you
"
36624,"
"
36647,"‘Well, I shan’t go, at any rate,’ said Alice: ‘besides, that’s not a
"
36669,"‘A fine day, your Majesty!’ the Duchess began in a low, weak voice.
"
36711,"anxiously about as it went, as if it had lost something; and she heard
"
36721,"The Dormouse slowly opened his eyes. ‘I wasn’t asleep,’ he said in a
"
36739,"looking for eggs, I know THAT well enough; and what does it matter to me
"
36759,"was over, and both the hedgehogs were out of sight: ‘but it doesn’t
"
36774,"and sadly:--
"
36827,"
"
36829,"a little pattering of footsteps in the distance, and she looked up
"
36833,"
"
36844,"‘That depends a good deal on where you want to get to,’ said the Cat.
"
36852,"next to her. ‘I can hardly breathe.’
"
36868,"
"
36886,"
"
36896,"doesn’t like changing so often, you know.’
"
36903,"finger VERY deeply with a knife, it usually bleeds; and she had never
"
36921,"    (Before she had this fit)
"
36942,"sneezed occasionally; and as for the baby, it was sneezing and howling
"
36947,"
"
36967,"
"
36970,"resting in the shade: however, the moment they saw her, they hurried
"
36994,"The Dormouse shook its head impatiently, and said, without opening its
"
37041,"puzzled by the whole thing, and longed to change the subject.
"
37050,"arms, took the hookah out of its mouth again, and said, ‘So you think
"
37054,"but at any rate it would not open any of them. However, on the second
"
37062,"
"
37073,"‘Are you content now?’ said the Caterpillar.
"
37076,"
"
37084,"‘It’s a pun!’ the King added in an offended tone, and everybody laughed,
"
37118,"   Soup of the evening, beautiful Soup!
"
37148,"between them, fast asleep, and the other two were using it as a
"
37158," When they take us up and throw us, with the lobsters, out to sea!”
"
37165,"‘I never said I didn’t!’ interrupted Alice.
"
37181,"when they had been running half an hour or so, and were quite dry again,
"
37197,"‘Tut, tut, child!’ said the Duchess. ‘Everything’s got a moral, if only
"
37213,"in the middle, being held up by two guinea-pigs, who were giving it
"
37216,"
"
37237,"
"
37251,"her: she gave a little scream, half of fright and half of anger, and
"
37279,"
"
37295,"‘I’m a poor man, your Majesty,’ the Hatter began, in a trembling voice,
"
37308,"‘But they were IN the well,’ Alice said to the Dormouse, not choosing to
"
37312,"
"
37317,"and broke to pieces against one of the trees behind him.
"
37319,"her hand, and Alice guessed who it was, even before she got into the
"
37325,"
"
37332,"‘Please would you tell me,’ said Alice, a little timidly, for she was
"
37357,"Alice did not wish to offend the Dormouse again, so she began very
"
37381,"tone. ‘The Queen will hear you! You see, she came rather late, and the
"
37393,"given by the Queen of Hearts, and I had to sing
"
37427,"It did so indeed, and much sooner than she had expected: before she had
"
37434,"arch I’ve got to go through next walking about at the other end of the
"
37438,"
"
37458,"you know.’
"
37474,"was not a VERY good opportunity for showing off her knowledge, as there
"
37525,"
"
37535,"Alice felt that this could not be denied, so she tried another question.
"
37553,"to the dance. So they got thrown out to sea. So they had to fall a long
"
37558,"question is, what?’
"
37601,"
"
37616,"‘Oh, PLEASE mind what you’re doing!’ cried Alice, jumping up and down in
"
37622,"large she had grown in the last few minutes, and she jumped up in such
"
37625,"
"
37639,"way?’, holding her hand on the top of her head to feel which way it was
"
37677,"‘Yes,’ said Alice, ‘we learned French and music.’
"
37692,"best to climb up one of the legs of the table, but it was too slippery;
"
37693,"   If I or she should chance to be
"
37703,"make me smaller, I suppose.’
"
37723,"
"
37730,"
"
37739,"of things--I can’t remember half of them--and it belongs to a farmer,
"
37751,"see if she could have been changed for any of them.
"
37764,"be NO mistake about it: it was neither more nor less than a pig, and she
"
37765,"together first--they don’t reach half high enough yet--Oh! they’ll
"
37802,"‘Is that the way YOU manage?’ Alice asked.
"
37841,"confusion, as the large birds complained that they could not taste
"
37870,"    Be off, or I’ll kick you down stairs!’
"
37884,"half-past one as long as you liked.’
"
37899,"frightened Mouse splashed his way through the neighbouring pool--she
"
37914,"hoarse, feeble voice: ‘I heard every word you fellows were saying.’
"
37917,"‘You mean you can’t take LESS,’ said the Hatter: ‘it’s very easy to take
"
37943,"     Beautiful, beautiful Soup!
"
37983,"
"
37984,"‘Ah, well! It means much the same thing,’ said the Duchess, digging her
"
37994,"and broke to pieces against one of the trees behind him.
"
37999,"(she was obliged to say ‘creatures,’ you see, because some of them were
"
38006,"   A secret, kept from all the rest,
"
38009,"saying anything more till the Pigeon had finished.
"
38023,"
"
38030,"my tea when I was sent for.’
"
38050,"
"
38065,"‘Then it wasn’t very civil of you to offer it,’ said Alice angrily.
"
38086,"
"
38094,"sighing.
"
38140,"
"
38178,"with his tea spoon at the March Hare,) ‘--it was at the great concert
"
38181,"No, there were no tears. ‘If you’re going to turn into a pig, my dear,’
"
38212,"the subjects on his flappers, ‘--Mystery, ancient and modern, with
"
38229,"    What made you so awfully clever?’
"
38234,"that did not sneeze, were the cook, and a large cat which was sitting on
"
38268,"on the song, ‘I’d have said to the porpoise, “Keep back, please: we
"
38279,"‘Nearly two miles high,’ added the Queen.
"
38308,"sudden change, but very glad to find herself still in existence; ‘and
"
38340,"tone; ‘at least there’s no room to grow up any more HERE.’
"
38360,"tell you just now what the moral of that is, but I shall remember it in
"
38370,"after folding his arms and frowning at the cook till his eyes were
"
38377,"sort of way, ‘Do cats eat bats? Do cats eat bats?’ and sometimes, ‘Do
"
38392,"did you ever eat a bat?’ when suddenly, thump! thump! down she came upon
"
38405,"was beating her violently with its wings.
"
38407,"
"
38409,"and Alice looked round, eager to see the Queen.
"
38414,"     ‘How doth the little crocodile
"
38417,"
"
38423,"it ran away when it saw mine coming!’
"
38434,"‘Tut, tut, child!’ said the Duchess. ‘Everything’s got a moral, if only
"
38444,"    ‘I kept all my limbs very supple
"
38455,"There was a dead silence instantly, and Alice thought to herself, ‘I
"
38471,"‘At any rate I’ll never go THERE again!’ said Alice as she picked her
"
38510,"of the window, and one foot up the chimney, and said to herself ‘Now I
"
38548,"‘It is wrong from beginning to end,’ said the Caterpillar decidedly, and
"
38573,"down yet, before the trial’s begun.’
"
38585,"
"
38595,"So she was considering in her own mind (as well as she could, for the
"
38643,"she succeeded in getting its body tucked away, comfortably enough, under
"
38709,"
"
38749,"others all joined in chorus, ‘Yes, please do!’ but the Mouse only shook
"
38795,"The Hatter opened his eyes very wide on hearing this; but all he SAID
"
38813,"Rabbit returning, splendidly dressed, with a pair of white kid gloves in
"
38822,"led into the garden. Then she went to work nibbling at the mushroom (she
"
38833,"Lory.
"
38853,"This was quite a new idea to Alice, and she thought it over a little
"
38867,"   Soo--oop of the e--e--evening,
"
38882,"neck would bend about easily in any direction, like a serpent. She had
"
38892,"
"
38927,"
"
38937,"She was a good deal frightened by this very sudden change, but she felt
"
38979,"slate with one finger, as he found it made no mark; but he now hastily
"
39049," Will you, won’t you, will you, won’t you, won’t you join the dance?
"
39053,"shouldn’t be hungry for it, you know.’
"
39087,"‘It’s the thing Mock Turtle Soup is made from,’ said the Queen.
"
39119,"mushroom, and crawled away in the grass, merely remarking as it went,
"
39168,"
"
39182,"
"
39197,"
"
39231,"somewhere near the centre of the earth. Let me see: that would be four
"
39245,"The next thing was to eat the comfits: this caused some noise and
"
39247,"you’re changed, do you?’
"
39250,"serpents! There’s no pleasing them!’
"
39260,"nibbled some more of the lefthand bit of mushroom, and raised herself to
"
39290,"telescope.’
"
39321,"
"
39327,"she fell past it.
"
39335,"‘Ten hours the first day,’ said the Mock Turtle: ‘nine the next, and so
"
39346,"And so she went on, taking first one side and then the other, and making
"
39366,"
"
39415,"     Beautiful, beautiful Soup!’
"
39426,"
"
39436,"saying, in a solemn tone, ‘For the Duchess. An invitation from the Queen
"
39439,"‘No, no!’ said the Queen. ‘Sentence first--verdict afterwards.’
"
39467,"So you see, Miss, we’re doing our best, afore she comes, to--’ At this
"
39496,"arrived, with a great crowd assembled about them--all sorts of little
"
39498,"
"
39513,"
"
39515,"nearer, Alice could hear him sighing as if his heart would break. She
"
39533,"
"
39551,"
"
39561,"upset, and their slates and pencils had been found and handed back to
"
39566,"Distraction, Uglification, and Derision.’
"
39567,"hedgehog to, and, as the doubled-up soldiers were always getting up
"
39572,"‘Come on!’ cried the Gryphon, and, taking Alice by the hand, it hurried
"
39626,"in front of them, with her arms folded, frowning like a thunderstorm.
"
39641,"
"
39644,"
"
39650,"anxiously round to see if he would deny it too: but the Dormouse denied
"
39657,"anxiously about as it went, as if it had lost something; and she heard
"
39688,"‘Hold your tongue!’ said the Queen, turning purple.
"
39689,"very queer indeed:--
"
39717,"
"
39740,"you’re changed, do you?’
"
39751,"
"
39752,"turned to the Mock Turtle, and said ‘What else had you to learn?’
"
39760,"
"
39786,"‘At any rate I’ll never go THERE again!’ said Alice as she picked her
"
39788,"be as well to introduce some other subject of conversation. While she
"
39809,"‘Why?’ said the Caterpillar.
"
39812,"And with that she began nursing her child again, singing a sort of
"
39818,"birds hurried off at once: one old Magpie began wrapping itself up very
"
39820,"
"
39828,"
"
39839,"When the procession came opposite to Alice, they all stopped and looked
"
39863,"‘And ever since that,’ the Hatter went on in a mournful tone, ‘he won’t
"
39865,"
"
39891,"
"
39895,"birds with draggled feathers, the animals with their fur clinging close
"
39911,"The other guests had taken advantage of the Queen’s absence, and were
"
39919,"‘Nothing whatever,’ said Alice.
"
39920,"There was certainly too much of it in the air. Even the Duchess
"
39932,"should like to hear her try and repeat something now. Tell her to
"
39939,"who I WAS when I got up this morning, but I think I must have been
"
39954,"
"
39989,"them out again. That’s all.’
"
39990,"‘Oh, I’m not particular as to size,’ Alice hastily replied; ‘only one
"
40038,"‘Stolen!’ the King exclaimed, turning to the jury, who instantly made a
"
40082,"‘If there’s no meaning in it,’ said the King, ‘that saves a world of
"
40085,"the pool, and the great hall, with the glass table and the little door,
"
40093,"By this time she had found her way into a tidy little room with a table
"
40095,"
"
40128,"down, both of you, and don’t speak a word till I’ve finished.’
"
40167,"
"
40208,"history, and you’ll understand why it is I hate cats and dogs.’
"
40216,"said the Gryphon: and it set to work shaking him and punching him in
"
40229,"
"
40230,"
"
40234,"mouse-traps, and the moon, and memory, and muchness--you know you say
"
40244,"surprised he’ll be when he finds out who I am! But I’d better take him
"
40257,"(Alice began to say ‘I once tasted--’ but checked herself hastily, and
"
40266,"to be, from one minute to another! However, I’ve got back to my right
"
40275,"
"
40276,"
"
40283,"
"
40307,"
"
40318,"‘Then it doesn’t matter which way you go,’ said the Cat.
"
40336,"stretched her arms round it as far as they would go, and broke off a bit
"
40395,"She was moving them about as she spoke, but no result seemed to follow,
"
40397,"‘Would you tell me,’ said Alice, a little timidly, ‘why you are painting
"
40403,"‘And washing?’ said the Mock Turtle.
"
40405,"washing her face--and she is such a nice soft thing to nurse--and she’s
"
40412,"It was the White Rabbit, trotting slowly back again, and looking
"
40422,"a Lory and an Eaglet, and several other curious creatures. Alice led the
"
40449,"which the wretched Hatter trembled so, that he shook both his shoes off.
"
40454,"
"
40474,"to keep herself from being run over; and the moment she appeared on the
"
40495,"whiskers!’
"
40525,"
"
40538,"‘Oh, you foolish Alice!’ she answered herself. ‘How can you learn
"
40543,"
"
40571,"‘Well, if I must, I must,’ the King said, with a melancholy air, and,
"
40577,"Hare. Visit either you like: they’re both mad.’
"
40588,"
"
40590,"‘Swim after them!’ screamed the Gryphon.
"
40594,"
"
40604,"‘Oh, as to the whiting,’ said the Mock Turtle, ‘they--you’ve seen them,
"
40620,"go down the chimney!’
"
40637,"
"
40652,"
"
40668,"‘Who is it directed to?’ said one of the jurymen.
"
40670,"‘So he did, so he did,’ said the Gryphon, sighing in his turn; and both
"
40704,"   ‘In my youth,’ Father William replied to his son,
"
40750,"
"
40751,"for some time with great curiosity, and this was his first speech.
"
40758,"
"
40764,"‘She boxed the Queen’s ears--’ the Rabbit began. Alice gave a little
"
40783,"saw the White Rabbit. She was a little nervous about it just at first,
"
40788,"forepaws to mark the time, while the Mock Turtle sang this, very slowly
"
40804,"looked like the right thing to eat or drink under the circumstances.
"
40829,"in the world she was to get out again.
"
40832,"other side of the court.
"
40880,"
"
40881,"‘What for?’ said the one who had spoken first.
"
40894,"understand you,’ she said, as politely as she could.
"
40912,"confusing it is all the things being alive; for instance, there’s the
"
40920,"    I beat him when he sneezes;
"
40933,"Wonderland, though she knew she had but to open them again, and all
"
40989,"about a whiting before.’
"
41020,"nearer, Alice could hear him sighing as if his heart would break. She
"
41033,"
"
41051,"interrupted: ‘UNimportant, your Majesty means, of course,’ he said in a
"
41067,"‘It’s the Cheshire Cat: now I shall have somebody to talk to.’
"
41082,"‘By-the-bye, what became of the baby?’ said the Cat. ‘I’d nearly
"
41127,"and a scroll of parchment in the other. In the very middle of the court
"
41131,"There was nothing so VERY remarkable in that; nor did Alice think it so
"
41137,"things happening. While she was looking at the place where it had been,
"
41156,"perhaps after all it might tell her something worth hearing. For some
"
41157,"Here the Dormouse shook itself, and began singing in its sleep ‘Twinkle,
"
41167,"
"
41177,"
"
41188,"telescope.’
"
41206,"However, the Multiplication Table doesn’t signify: let’s try Geography.
"
41255,"ever having seen such a thing.
"
41285,"         YOU.--Come,
"
41305,"way of speaking to a mouse: she had never done such a thing before, but
"
41320,"‘How do you know I’m mad?’ said Alice.
"
41321,"
"
41326,"go on. ‘And so these three little sisters--they were learning to draw,
"
41334," Would not, could not, would not, could not, could not join the dance.
"
41345,"The miserable Hatter dropped his teacup and bread-and-butter, and went
"
41353,"
"
41377,"shouting ‘Off with his head!’ or ‘Off with her head!’ about once in a
"
41382,"to take out of it, and burning with curiosity, she ran across the field
"
41383,"off, and had just begun to dream that she was walking hand in hand with
"
41387,"told me he was going a journey, I should say “With what porpoise?”’
"
41425,"round, she found this a very difficult question. However, at last she
"
41450,"came upon a neat little house, on the door of which was a bright brass
"
41468,"fish)--and rapped loudly at the door with his knuckles. It was opened
"
41529,"my life!’
"
41577,"
"
41597,"
"
41638,"         YOU.--Come,
"
41643,"
"
41657,"‘You ought to be ashamed of yourself,’ said Alice, ‘a great girl like
"
41660,"held it out to the puppy; whereupon the puppy jumped into the air off
"
41673,"same when I got up this morning? I almost think I can remember feeling a
"
41677,"
"
41695,"Gryphon.
"
41715,"‘How do you like the Queen?’ said the Cat in a low voice.
"
41716,"rather shyly, ‘I--I hardly know, sir, just at present--at least I know
"
41738,"
"
41743,"sea of green leaves that lay far below her.
"
41775,"but her voice sounded hoarse and strange, and the words did not come the
"
41776,"ground--and I should have croqueted the Queen’s hedgehog just now, only
"
41804,"her knowledge of history, Alice had no very clear notion how long ago
"
41809,"and made believe to worry it; then Alice dodged behind a great thistle,
"
41813,"
"
41829,"
"
41833,"up and to stand on their hands and feet, to make the arches.
"
41851,"‘What for?’ said the one who had spoken first.
"
41876,"
"
41877,"
"
41880,"‘Nobody asked YOUR opinion,’ said Alice.
"
41895,"  Trims his belt and his buttons, and turns out his toes.’
"
41899,"‘Anything you like,’ said the Footman, and began whistling.
"
41914,"it trot away quietly into the wood. ‘If it had grown up,’ she said
"
41948,"her in a languid, sleepy voice.
"
41966,"
"
41968,"‘You shan’t be beheaded!’ said Alice, and she put them into a large
"
42026,"As she said these words her foot slipped, and in another moment, splash!
"
42046,"‘Here! you may nurse it a bit, if you like!’ the Duchess said to Alice,
"
42049,"got much evidence YET,’ she said to herself. Imagine her surprise, when
"
42070,"began: ‘O Mouse, do you know the way out of this pool? I am very tired
"
42073,"When the procession came opposite to Alice, they all stopped and looked
"
42115,"their own business!’
"
42122,"
"
42174,"‘May it please your Majesty,’ said Two, in a very humble tone, going
"
42180,"
"
42267,"in front of them, with her arms folded, frowning like a thunderstorm.
"
42274,"to keep herself from being run over; and the moment she appeared on the
"
42285,"   ‘Beautiful Soup, so rich and green,
"
42334,"many more than three.’
"
42342,"Gryphon.
"
42364,"thinking of?’
"
42375,"
"
42391,"
"
42423,"the Dodo suddenly called out ‘The race is over!’ and they all crowded
"
42431,"head!”’
"
42438,"Oh dear, what nonsense I’m talking!’
"
42448,"   Waiting in a hot tureen!
"
42458,"‘You may go,’ said the King, and the Hatter hurriedly left the court,
"
42468,"
"
42474,"sneezed occasionally; and as for the baby, it was sneezing and howling
"
42530,"She had not gone much farther before she came in sight of the house
"
42538,"looked at the sides of the well, and noticed that they were filled with
"
42546,"on, as she heard the Queen’s voice in the distance, screaming with
"
42573,"Turn that Dormouse out of court! Suppress him! Pinch him! Off with his
"
42576,"it suddenly appeared again.
"
42609,"
"
42613,"turned out, and, by the time they had settled down again, the cook had
"
42626,"hurried off.
"
42653,"won’t, then!--Bill’s to go down--Here, Bill! the master says you’re to
"
42670,"
"
42690,"you know--’
"
42702,"can do no more, whatever happens. What WILL become of me?’
"
42738,"‘We must burn the house down!’ said the Rabbit’s voice; and Alice called
"
42747,"queer everything is to-day! And yesterday things went on just as usual.
"
42756,"
"
42762,"trouble, you know, as we needn’t try to find any. And yet I don’t know,’
"
42765,"whether you’re a little girl or a serpent?’
"
42773,"jumping about like mad things all this time, sat down again very sadly
"
42775,"‘Write that down,’ the King said to the jury, and the jury eagerly
"
42818,"
"
42846,"  And concluded the banquet--]
"
42850,"telescope.’
"
42879,"‘You couldn’t have wanted it much,’ said Alice; ‘living at the bottom of
"
42891,"in the world am I? Ah, THAT’S the great puzzle!’ And she began thinking
"
42907,"‘Did you say pig, or fig?’ said the Cat.
"
42934,"
"
42951,"shall only look up and say “Who am I then? Tell me that first, and then,
"
42953,"after that into a butterfly, I should think you’ll feel it a little
"
42998,"‘Of course not,’ said the Mock Turtle: ‘why, if a fish came to ME, and
"
43000,"
"
43009,"There was certainly too much of it in the air. Even the Duchess
"
43038,"          try the
"
43058,"fish)--and rapped loudly at the door with his knuckles. It was opened
"
43063,"to repeat it, when a cry of ‘The trial’s beginning!’ was heard in the
"
43066,"
"
43085,"Alice opened the door and found that it led into a small passage, not
"
43096,"
"
43125,"CHAPTER IV. The Rabbit Sends in a Little Bill
"
43142,"
"
43147,"She was moving them about as she spoke, but no result seemed to follow,
"
43153,"Alice replied eagerly, for she was always ready to talk about her pet:
"
43158,"little chin.
"
43176,"a little shriek, and went on: ‘--that begins with an M, such as
"
43203,"holiday?’
"
43210,"
"
43223,"by the time he had come back with the Duchess, it had entirely
"
43227,"thing is to find my way into that lovely garden. I think that will be
"
43247,"‘To begin with,’ said the Cat, ‘a dog’s not mad. You grant that?’
"
43277,"leading right into it. ‘That’s very curious!’ she thought. ‘But
"
43325,"       HEARTHRUG,
"
43349,"them Alice recognised the White Rabbit: it was talking in a hurried
"
43361,"on.’
"
43382,"time round, she came upon a low curtain she had not noticed before, and
"
43388,"them even when they hit her; and the baby was howling so much already,
"
43405,"escape again, and went back for a little more conversation with her
"
43413,"
"
43434,"CHAPTER X. The Lobster Quadrille
"
43455,"    You gave us three or more;
"
43472,"No, there were no tears. ‘If you’re going to turn into a pig, my dear,’
"
43489,"get” is the same thing as “I get what I like”!’
"
43544,"‘And what are they made of?’ Alice asked in a tone of great curiosity.
"
43570,"          try the
"
43593,"cucumber-frames there must be!’ thought Alice. ‘I wonder what they’ll do
"
43596,"said to herself; ‘the March Hare will be much the most interesting, and
"
43628,"only took the regular course.’
"
43656,"drawing of a muchness?’
"
43658,"‘Not a bit,’ said the Caterpillar.
"
43662,"
"
43685,"told me he was going a journey, I should say “With what porpoise?”’
"
43698,"thought Alice, ‘they’re sure to kill it in a day or two: wouldn’t it be
"
43712,"So she set the little creature down, and felt quite relieved to see
"
43727,"      both go to
"
43744,"
"
43745,"‘What was that?’ inquired Alice.
"
43755,"their eyes and mouths so VERY wide, but she gained courage as she went
"
43764,"
"
43768,"
"
43782,"perhaps after all it might tell her something worth hearing. For some
"
43856,"
"
43893,"saying to herself ‘Suppose it should be raving mad after all! I almost
"
43961,"These words were followed by a very long silence, broken only by an
"
43966,"‘Yes!’ shouted Alice.
"
44005,"the mallets live flamingoes, and the soldiers had to double themselves
"
44014,"began shrinking directly. As soon as she was small enough to get through
"
44018,"‘Please come back and finish your story!’ Alice called after it; and the
"
44045,"appear, and after a minute or two she walked on in the direction in
"
44155,"
"
44164,"
"
44180,"consultation about this, and after a few minutes it seemed quite natural
"
44199,"
"
44212,"‘Would it be of any use, now,’ thought Alice, ‘to speak to this mouse?
"
44225,"
"
44238,"‘We had the best of educations--in fact, we went to school every day--’
"
44308,"saying, ‘Thank you, sir, for your interesting story,’ but she could
"
44318,"
"
44344,"looked at the sides of the well, and noticed that they were filled with
"
44397,"  *    *    *    *    *    *    *
"
44405,"and sometimes she scolded herself so severely as to bring tears into
"
44441,"‘Your Majesty must cross-examine THIS witness.’
"
44472,"
"
44549,"you’re changed, do you?’
"
44565,"
"
44567,"now for the garden!’ and she ran with all speed back to the little door:
"
44578,"set off at once, and ran till she was quite tired and out of breath, and
"
44593,"things happening. While she was looking at the place where it had been,
"
